index,PM25,PM10,CO,NO2,SO2,O3,predicted_PM25,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,month_10,month_11,month_12,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6,season_spring,season_summer,season_winter,avgtemp,avgrh,minrh,avgws,maxws,maxwswd,extremews,extremewswd,daylight,precipitation
1826,4.982235819574558,5.921042082811436,8.055475141757274,4.007333185232471,3.2108436531709366,2.1400661634962708,5.258236152884896,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,2.453676396601136,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.9826386581899593,-0.4264097862970504,-0.44830827065830703,-1.2701777002702244,-1.4442213991766153,-0.8893149133700154,-1.9136683350970327,-0.6436157821924405,-1.2556771481988338,-0.3557274204398976
1827,5.519458915191573,5.762051382780177,7.9658927350845286,4.007333185232471,3.152736022363656,1.791759469228055,5.362004400090341,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,2.457880483381614,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.876749903702611,-0.0004448255646749145,-0.010636041273984919,-1.4497267626719523,-1.4947839325142698,0.26125788311064646,-1.9136683350970327,0.2899293147895058,-0.5432826431894708,-0.3557274204398976
1828,5.391352232515226,5.5053315359323625,7.75833346749091,3.85946575468947,3.0587070727153796,2.3978952727983707,5.379568290682001,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,2.44532039551767,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.6914445833497513,-0.31991854611395654,0.24835443545232685,-0.7833297410528632,-0.8880335324624153,-1.3495440319622802,-1.1343101427765396,-1.3437746049289003,-1.2556771481988338,-0.3557274204398976
1829,5.156177599386914,5.288267030694535,7.591357046698551,3.7639869266007415,3.091042453358316,2.277267285009756,5.3011257459072425,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,2.457880483381614,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.7973333378371,-0.21342730593086265,-0.37902500830211455,-0.9378156753013605,-0.7869084657871062,-0.8893149133700154,-0.8350658759891003,-0.6436157821924405,-0.16333890718447744,-0.3557274204398976
1830,4.92870191133357,5.655991810819852,7.83241092718792,3.903990833730882,2.954910279033736,2.691243082785829,5.315786270125253,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,2.4329149480630576,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.7002686462236973,-0.8523747470294258,-0.8403851606674106,-0.9378156753013605,-1.0397211324753788,-0.8893149133700154,-1.4681554445929084,-0.8770020564379272,-1.2556771481988338,-0.3557274204398976
1831,5.201255653704905,5.840641657373398,8.026496938945412,3.987501466604052,3.367295829986474,1.9810014688665833,5.446590649816766,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,2.457880483381614,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.7267408348455344,-0.8523747470294258,-1.1233732151885976,-1.4497267626719523,-1.0902836658130335,0.7214870017029112,-1.5277475154947011,0.2899293147895058,-0.9944658296954005,-0.3557274204398976
1832,5.372960909543803,5.755742213586912,7.83241092718792,3.7887247890836524,2.990719731730447,3.1570004211501135,5.2747374985294755,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.709092709097643,-0.5861466465716912,-0.5952497577054289,-1.2701777002702244,-1.4442213991766153,-0.1989712354816183,-2.12784875207996,-0.17684323370146737,-1.2556771481988338,-0.3557274204398976
1833,5.2548878086207,5.236441962829949,7.444833273892193,3.5403794457954922,2.797281334830153,2.917770732084279,4.888956348616555,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,2.453676396601136,-0.4068546077652136,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.709092709097643,-0.799129126937879,-1.024117228917324,0.1340659303641589,-0.4835332657611791,-0.659200354073883,-0.4373245366617298,-0.6436157821924405,0.26409779582114046,-0.3557274204398976
1834,4.796616650559047,5.598421958998375,7.83241092718792,3.903990833730882,2.990719731730447,2.277267285009756,4.818147037161451,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,2.457880483381614,-0.40894436648589017,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.6120280174842403,-1.1186028474871605,-0.8403851606674106,0.246647854759796,-0.12959553239759727,0.9516015609990436,-0.23792733883700712,0.756701863280479,-0.4720431926885346,-0.3557274204398976
1835,5.190175207928333,5.9615206707349095,8.11102783819368,4.007333185232471,3.0252910757955354,2.277267285009756,5.3484291829327795,-0.41449507524321805,-0.4186379485411743,-0.3970393332005246,-0.3899606357074357,2.607306196557256,-0.37271345393486033,-0.21945642127910145,-0.30356759489697327,-0.2825555138432935,-0.29612060855578654,-0.3010989741847774,-0.28427564278974277,-0.30109897418477743,-0.29612060855578654,-0.3076527356636323,-0.31331316221103583,-0.3125085968556157,-0.2927700218845599,-0.4075517054266865,-0.4068546077652136,2.44532039551767,-0.4068546077652136,-0.41102957618643454,-0.4068546077652136,-0.5525789639955376,-0.5943962929568426,1.6643553527289419,-1.6032039546102945,-0.5861466465716912,-0.37902500830211455,-2.0551890706817586,-1.3430963325013061,0.26125788311064646,-1.9136683350970327,0.05654304054401923,-1.2556771481988338,-0.3557274204398976
